Man 1|Walk Over|maleblue.png|Left|Still|26|13||
Man 2|Walk Over|femaleaqua.png|Left|Still|26|14||
Man 3|Walk Over|femalegreen.png|Left|Still|26|15||
Man 4|Walk Over|maleblue3.png|Left|Still|26|16||
Man 5|Walk Over|maleblue.png|Left|Still|26|17||
Man 6|Walk Over|femalebrown.png|Left|Still|26|18||
Man 7|Walk Over|malebrown.png|Left|Still|26|19||
SYS.OnLoad|Walk Over||Left|Still|1|1||Move Event	Opponent^Hide~Move Event	USER^Face Down~Fade In	~Move Event	USER^Down~Move Event	USER^Down~Move Event	USER^Down~Move Event	USER^Down~Sync All Events	~Move Event	USER^Left~Move Event	USER^Left~Sync All Events	~IF	Global Variable^SYS.TORN.E.UNLOCKED^F~Call Event	Class F~ELSE	~IF	Global Variable^SYS.QUEST.D.UNLOCKED^F~Call Event	Class E~ELSE	~IF	Global Variable^SYS.TORN.C.UNLOCKED^F~Call Event	Class D~ELSE	~IF	Global Variable^SYS.TORN.B.UNLOCKED^F~Call Event	Class C~ELSE	~IF	Global Variable^SYS.TORN.A.UNLOCKED^F~Call Event	Class B~ELSE	~Call Event	Class A~END IF	~END IF	~END IF	~END IF	~END IF	~
Class F|Walk Over||Left|Still|3|1||Display Message	Today’s Challenger for the F Class Championship is Kyro!^80-07.png~Change Event	Opponent^malegreen.png~Move Event	Opponent^Show~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Right~Move Event	Opponent^Right~Sync All Events	~Display Message	Round 1 - Begin!^80-07.png~Start Battle	False^MON,004,8.MON,002,12.MON,004,8.^^^^~Display Message	The Winner of Round 1 is Kyro!^80-07.png~Fade Out	~Move Event	Opponent^Left~Move Event	Opponent^Left~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Sync All Events	~Move Event	Opponent^Hide~Fade In	~Change Event	Opponent^femaleblue.png~Move Event	Opponent^Show~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Right~Move Event	Opponent^Right~Sync All Events	~Display Message	Round 2 - Begin!^80-07.png~Start Battle	False^MON,357,6.MON,360,8.MON,354,12.^^^^~Display Message	The Winner of Round 2 is Kyro!^80-07.png~Fade Out	~Move Event	Opponent^Left~Move Event	Opponent^Left~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Hide~Sync All Events	~Fade In	~Change Event	Opponent^femalegolden.png~Move Event	Opponent^Show~Sync All Events	~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Right~Move Event	Opponent^Right~Sync All Events	~Display Message	Round 3 - Begin!^80-07.png~Start Battle	False^MON,013,12.MON,023,12.MON,015,12.^MON,028,15.^^^~Display Message	The Winner of Round 3 is Kyro!^80-07.png~Display Message	Congratulations! You are the F Class Champion.^80-07.png~Display Message	The Battle Theatre is now closed in preperation for the next Competition.^80-07.png~Update Variable	SYS.TORN.E.UNLOCKED^T~Update Variable	SYS.QUEST.E.UNLOCKED^T~Full Restore	~Fade Out	~Relocate User	homeUpper.tmx^8^11~Fade In	~
Class E|Walk Over||Left|Still|4|1||Display Message	Today’s Challenger for the E Class Championship is Kyro!^80-07.png~Change Event	Opponent^malegreen.png~Move Event	Opponent^Show~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Right~Move Event	Opponent^Right~Sync All Events	~Display Message	Round 1 - Begin!^80-07.png~Start Battle	False^MON,098,15.MON,281,18.MON,098,15.^^^^~Display Message	The Winner of Round 1 is Kyro!^80-07.png~Fade Out	~Move Event	Opponent^Left~Move Event	Opponent^Left~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Sync All Events	~Move Event	Opponent^Hide~Fade In	~Change Event	Opponent^femaleblue.png~Move Event	Opponent^Show~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Right~Move Event	Opponent^Right~Sync All Events	~Display Message	Round 2 - Begin!^80-07.png~Start Battle	False^MON,213,15.MON,286,20.MON,213,15.^MON,060,16.MON,077,15.MON,251,15.^^^~Display Message	The Winner of Round 2 is Kyro!^80-07.png~Fade Out	~Move Event	Opponent^Left~Move Event	Opponent^Left~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Hide~Sync All Events	~Fade In	~Change Event	Opponent^femalegolden.png~Move Event	Opponent^Show~Sync All Events	~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Right~Move Event	Opponent^Right~Sync All Events	~Display Message	Round 3 - Begin!^80-07.png~Start Battle	False^MON,270,15.MON,271,22.MON,270,15.^MON,265,15.MON,265,15.MON,266,22.^MON,090,20.^^~Display Message	The Winner of Round 3 is Kyro!^80-07.png~Display Message	Congratulations! You are the E Class Champion.^80-07.png~Display Message	The Battle Theatre is now closed in preperation for the next Competition.^80-07.png~Display Message	D Class Missions are now Unlocked!^~Display Message	New D Class Missions have been Added to your Account.^~Generate Quests	2~Update Variable	SYS.TORN.D.UNLOCKED^T~Update Variable	SYS.QUEST.D.UNLOCKED^T~Full Restore	~Fade Out	~Relocate User	homeUpper.tmx^8^11~Fade In	~
Opponent|Walk Over|maleblue2.png|Left|Still|18|12||
Man 8|Walk Over|maleblack.png|Down|Still|24|13||
Man 9|Walk Over|3Erika.png|Down|Still|23|13||
Man 10|Walk Over|femaledarkgray.png|Down|Still|22|13||
Man 11|Walk Over|1David.png|Down|Still|21|13||
Man 12|Walk Over|femalegolden.png|Down|Still|20|13||
Man 13|Action Button|malebrown.png|Down|Still|19|13||
