Trigger 1|Walk Over||Left|Still|11|6|Global Variable^M2.MetLightTamer^F~|IF	Global Variable^M2.MetLightTamer^F~Move Event	Light Tamer 1^Left~Move Event	Light Tamer 1^Left~Move Event	Light Tamer 1^Left~Move Event	Light Tamer 1^Left~Move Event	Light Tamer 1^Left~Move Event	Light Tamer 1^Left~Move Event	Light Tamer 1^Left~Move Event	Light Tamer 1^Left~Move Event	Light Tamer 1^Left~Sync All Events	~Display Message	Kyro, You made it. I knew you would come.^80-01-4.png~Display Message	This is one of three Bases Hell's Avil has, No-one knows the location of the other two.^80-01-4.png~Display Message	Today your mission is to take out the ring leader.^80-01-4.png~Display Message	I've done what I can to make it easier for you. But from here you are on your own.^80-01-4.png~Display Message	Yet another solo mission...^80-04-4.png~Display Message	I wouldn't leave if I didn't think you were ready for this. Good Luck.^80-01-4.png~Update Variable	M2.MetLightTamer^T~Fade Out	~Move Event	Light Tamer 1^Hide~Fade In	~ELSE	~END IF	~
Light Tamer 1|Walk Over|LightTamer.png|Left|Still|21|6|Global Variable^M2.MetLightTamer^F~|
Battler 1|View Collision x2|DarkTamer.png|Left|Still|31|9||Move Event	Battler 1^Jump~Sync All Events	~Start AutoBattle	What are you doing in our base?^I'm not ready to battle again yet. Sorry.^false^MON,007,7.MON,004,6.MON,001,7.^MON,017,9.^^^~Move Event	Battler 1^Hide~
Battler 2|View Collision x3|DarkTamer.png|Left|Still|37|6||Move Event	Battler 2^Jump~Sync All Events	~Start AutoBattle	I'll teach you a lesson!^I'm not ready to battle again yet. Sorry.^false^MON,021,13.MON,265,14.MON,550,10.^^^^~Move Event	Battler 2^Hide~
Battler 3|View Collision x1|DarkTamer.png|Up|Still|22|7||Move Event	Battler 3^Jump~Sync All Events	~Start AutoBattle	Kid, your in the wrong place at the wrong time!^I'm not ready to battle again yet. Sorry.^false^MON,580,12.MON,823,13.^^^^~Move Event	Battler 3^Hide~
Warp Top 1|Walk Over||Left|Still|41|17||Play Sound	Door~Relocate User	seedMap.1000.1.tmx^41^18~
Warp Top 2|Walk Over||Left|Still|13|16||Play Sound	Door~Relocate User	seedMap.1000.1.tmx^13^17~
Battler 4|Action Button|DarkTamer.png|Up|Still|29|17||Move Event	Battler 4^Jump~Sync All Events	~Start AutoBattle	Lets see what your Monsters can do!^I'm not ready to battle again yet. Sorry.^false^MON,017,12.MON,043,12.MON,043,12.^^^^~Move Event	Battler 4^Hide~
Battler 5|View Collision x3|DarkTamer.png|Left|Fast Towards User|36|24||Move Event	Battler 5^Jump~Sync All Events	~Start AutoBattle	Just you wait!^I'm not ready to battle again yet. Sorry.^false^MON,098,9.MON,073,8.MON,071,15.^^^^~Move Event	Battler 5^Hide~
Battler 6|View Collision x2|DarkTamer.png|Left|Still|42|21||Move Event	Battler 6^Jump~Sync All Events	~Start AutoBattle	Lets see what your Monsters can do!^I'm not ready to battle again yet. Sorry.^false^MON,081,11.MON,228,10.MON,096,14.^^^^~Move Event	Battler 6^Hide~
Battler 7|View Collision x3|DarkTamer.png|Right|Still|34|38||Move Event	Battler 7^Jump~Sync All Events	~Start AutoBattle	Lets see what your Monsters can do!^I'm not ready to battle again yet. Sorry.^false^MON,254,12.MON,201,11.MON,077,16.^^^^~Move Event	Battler 7^Hide~
