Boss|Action Button|3Erika.png|Right|Still|20|28|Global Variable^hasCompletedMission1^F~|IF	Global Variable^hasGeoGear^F~Display Message	Kyro^80-03.png~Display Message	Your late!^80-03.png~Display Message	Now Listen Closely. I'm only going to explain this once.^80-03.png~Display Message	We of GeoSociety are dedicated to researching GeoMonsters. ^80-03.png~Display Message	Your Job is to venture to strange lands through our newly developed GeoPorts.^80-03.png~Display Message	We want you to tame GeoMonsters for our research.^80-03.png~Display Message	You will be required to battle with other GeoTamers. If your good you will keep your Job.^80-03.png~Display Message	Public Brawls in the Battle Arena keep our investors happy. Which keeps our research funded.^80-03.png~Display Message	Here is your GeoGear. It will assist you in tracking your progress. ^80-03.png~Update Variable	hasGeoGear^T~ELSE	~END IF	~Display Message	Report to Sharks, for your first GeoMonster and Mission.^80-03.png~Display Message	He's in the Lab behind us tinkering with the GeoPort.^80-03.png~
Warp Out 1|Walk Over||Left|Still|21|30||Play Sound	Door~Relocate User	town.tmx^37^23~
Warp Out 2|Walk Over||Left|Still|22|30||Play Sound	Door~Relocate User	town.tmx^37^23~
Warp Out 3|Walk Over||Left|Still|23|30||Play Sound	Door~Relocate User	town.tmx^37^23~
Warp To Halls|Walk Over||Left|Still|25|16||Play Sound	Door~Relocate User	GeoSocietyHalls.tmx^22^33~
Hall Guard|Action Button|maleblue.png|Down|Still|25|17|Global Variable^hasGeoGear^F~|IF	Global Variable^hasGeoGear^F~Display Message	You don't appear to have any GeoGear. I can't let you pass.^80-07.png~ELSE	~Display Message	I see you have the latest model GeoGear. You may pass.^80-07.png~Move Event	Hall Guard^Right~Move Event	Hall Guard^Right~Move Event	Hall Guard^Left~Sync All Events	~END IF	~
Boss - After Mission 1|Action Button|3Erika.png|Down|Still|26|17|Global Variable^hasCompletedMission1^T~Global Variable^SYS.QUEST.B.UNLOCKED^F~|IF	Global Variable^AM1.BossTalk^F~Display Message	Welcome Back Kyro. ^80-03.png~Display Message	The investigation found evidence of wide scale Monster Poaching.^80-03.png~Display Message	Why Monster Poaching?^80-04-2.png~Display Message	We believe someone is trying to create an Army.^80-03.png~Display Message	We need all the help we can get if we are going to combat this.^80-03.png~Display Message	I am giving you free access to the GeoPort. But listen very carefully.^80-03.png~Display Message	The GeoPort only open portals to areas with abnormal activity.^80-03.png~Display Message	So after exploring each location you will find some sort of action.^80-03.png~Display Message	Typically its a strong GeoMonster but it could be this Hell's Anvil Group.^80-03.png~Display Message	The more areas you help the more you will have access to.^80-03.png~Display Message	Also about the Battle Theatre. Theres no rush. Go there when you feel you are ready.^80-03.png~Generate Quests	~Update Variable	AM1.BossTalk^T~ELSE	~END IF	~Display Message	Good Luck!^80-03.png~
Boss - After Mission Hit|Walk Over||Left|Still|25|17|Global Variable^AM1.BossTalk^F~Global Variable^hasCompletedMission1^T~|IF	Global Variable^AM1.BossTalk^F~Move Event	USER^Face Right~Call Event	Boss - After Mission 1~ELSE	~END IF	~
Receptionist|Walk Over|13Haily.png|Down|Still|21|26||
Boss - After C Class|Action Button|3Erika.png|Left|Still|26|17|Global Variable^SYS.QUEST.B.UNLOCKED^T~Global Variable^M4.Completed^F~|IF	Global Variable^AM3.BossSpeech^F~Display Message	Kyro, I have some bad news.^80-03.png~Display Message	Angel is missing in action. ^80-03.png~Display Message	We have a small trace on her GeoGear but there appears to be some kind of interferance.^80-03.png~Display Message	Which is stopping us from Warping there.^80-03.png~Display Message	Damnit! Can we get near her last known location?^80-04-4.png~Display Message	Yes we can, and that is where we are sending you next.^80-03.png~Display Message	A new B Class Mission has been added to your profile.^~Quest Add	3~Display Message	I know you hear this alot Kyro, but good luck!^80-03.png~Update Variable	AM3.BossSpeech^T~ELSE	~END IF	~
Boss - After C Class Trigger|Walk Over||Left|Still|25|17|Global Variable^AM3.BossSpeech^F~Global Variable^SYS.QUEST.B.UNLOCKED^T~Global Variable^M4.Completed^F~|Call Event	Boss - After C Class~
AM4.Boss|Action Button|3Erika.png|Down|Still|26|17|Global Variable^M4.Completed^T~|IF	Global Variable^AM4.BossSpeech^F~Display Message	Well Done Kyro. Things can finally return to Normal around here.^80-03.png~Display Message	Just in time too because we're in the Semi-Finals of the GeoMasters Tornament. ^80-03.png~Display Message	The final mission I will give you personally is to enter A Class and do your best.^80-03.png~Update Variable	AM4.BossSpeech^T~Display Message	As always, Good Luck!^80-03.png~ELSE	~END IF	~
AM4.Boss - Trigger|Walk Over||Left|Still|25|17|Global Variable^M4.Completed^T~|Call Event	AM4.Boss~
Angel|Action Button|femalebrown.png|Left|Still|22|18|Global Variable^M4.Completed^T~Global Variable^SYS.TORN.A.UNLOCKED^F~|Display Message	Good Luck in B Class Kyro - I'll be cheering for you!^80-33-3.png~
